speed,object_distance,visibility,weather,sensor_delay,road_condition,result,stopping_distance,margin,effective_deceleration,failure_probability,predicted_result
80,20,Poor,Rain,0.1,Slippery,FAIL,66.76856750930824,-46.76856750930824,5.04,0.9786909926974954,FAIL
120,15,Good,Rain,0.1,Dry,FAIL,97.16049382716052,-82.16049382716051,7.2,0.9786093185992616,FAIL
100,15,Good,Rain,0.1,Dry,FAIL,70.25034293552812,-55.25034293552813,7.2,0.9786093185992616,FAIL
120,15,Moderate,Clear,0.1,Dry,FAIL,92.7777777777778,-77.77777777777779,8.0,0.978537256894316,FAIL
100,15,Moderate,Clear,0.1,Dry,FAIL,67.66975308641975,-52.66975308641975,8.0,0.978537256894316,FAIL
100,15,Moderate,Fog,0.05,Dry,FAIL,74.79121278140886,-59.79121278140886,6.8,0.9784891388648684,FAIL
120,15,Moderate,Fog,0.05,Dry,FAIL,103.36601307189544,-88.36601307189545,6.8,0.9784891388648684,FAIL
60,15,Good,Clear,0.15,Wet,FAIL,31.258169934640527,-16.258169934640527,6.8,0.9784864829254882,FAIL
120,20,Good,Rain,0.15,Wet,FAIL,112.44371822803195,-92.44371822803195,6.12,0.9784797592162562,FAIL
60,15,Poor,Rain,0.1,Dry,FAIL,32.62345679012346,-17.623456790123463,7.2,0.9784197309042915,FAIL
100,20,Good,Rain,0.15,Wet,FAIL,81.09517469539256,-61.09517469539256,6.12,0.9783746605491075,FAIL
60,15,Good,Clear,0.0,Slippery,FAIL,33.13492063492064,-18.13492063492064,5.6,0.9783692915882389,FAIL
80,15,Good,Rain,0.25,Dry,FAIL,50.96021947873799,-35.96021947873799,7.2,0.9781030758879361,FAIL
60,10,Good,Clear,0.05,Wet,FAIL,29.591503267973863,-19.591503267973863,6.8,0.9780839229327596,FAIL
60,5,Good,Clear,0.05,Wet,FAIL,29.591503267973863,-24.591503267973863,6.8,0.9780839229327596,FAIL
120,30,Poor,Fog,0.25,Slippery,FAIL,148.38001867413635,-118.38001867413637,4.76,0.9779904411522142,FAIL
120,20,Moderate,Rain,0.15,Slippery,FAIL,135.2292768959436,-115.2292768959436,5.04,0.9779827524277668,FAIL
100,20,Moderate,Rain,0.15,Slippery,FAIL,97.38144228884973,-77.38144228884971,5.04,0.9779827524277668,FAIL
100,30,Poor,Fog,0.25,Slippery,FAIL,107.43982778296504,-77.43982778296504,4.76,0.9779694421510972,FAIL
40,5,Poor,Fog,0.15,Slippery,FAIL,22.412594667496627,-17.412594667496627,4.76,0.9779429115823202,FAIL
60,15,Moderate,Rain,0.05,Wet,FAIL,33.52759622367466,-18.527596223674657,6.12,0.9779060510832107,FAIL
60,5,Good,Fog,0.0,Wet,FAIL,32.362552864282975,-27.36255286428297,5.779999999999999,0.9778001583434823,FAIL
40,5,Poor,Fog,0.0,Slippery,FAIL,20.745928000829963,-15.745928000829965,4.76,0.9777871502310835,FAIL
60,10,Good,Fog,0.0,Wet,FAIL,32.362552864282975,-22.36255286428297,5.779999999999999,0.9777754867722047,FAIL
80,20,Good,Rain,0.15,Wet,FAIL,54.78980069394012,-34.78980069394012,6.12,0.9777395413729957,FAIL
120,20,Moderate,Clear,0.05,Slippery,FAIL,120.8730158730159,-100.8730158730159,5.6,0.9777007733415009,FAIL
100,20,Moderate,Clear,0.05,Slippery,FAIL,86.94885361552029,-66.94885361552029,5.6,0.9777007733415009,FAIL
80,20,Moderate,Rain,0.15,Slippery,FAIL,65.65745639819713,-45.65745639819713,5.04,0.9776842251025505,FAIL
120,30,Poor,Clear,0.05,Slippery,FAIL,124.20634920634924,-94.20634920634924,5.6,0.9776624214262627,FAIL
120,20,Poor,Rain,0.05,Slippery,FAIL,135.2292768959436,-115.2292768959436,5.04,0.9775606756721802,FAIL
100,20,Poor,Rain,0.05,Slippery,FAIL,97.38144228884973,-77.38144228884971,5.04,0.9775606756721802,FAIL
100,30,Poor,Clear,0.05,Slippery,FAIL,89.72663139329808,-59.72663139329808,5.6,0.977437079964567,FAIL
100,20,Good,Clear,0.1,Wet,FAIL,73.40232389251997,-53.40232389251997,6.8,0.9773098825936424,FAIL
120,20,Good,Clear,0.1,Wet,FAIL,101.69934640522878,-81.69934640522878,6.8,0.9773098825936424,FAIL
120,20,Good,Clear,0.05,Slippery,FAIL,117.53968253968256,-97.53968253968256,5.6,0.9772020481744074,FAIL
100,20,Good,Clear,0.05,Slippery,FAIL,84.1710758377425,-64.1710758377425,5.6,0.9772020481744074,FAIL
120,20,Poor,Clear,0.1,Dry,FAIL,96.11111111111111,-76.11111111111113,8.0,0.9771994092105999,FAIL
80,30,Poor,Fog,0.25,Slippery,FAIL,72.98371200331985,-42.98371200331985,4.76,0.9771536708623373,FAIL
100,20,Poor,Clear,0.1,Dry,FAIL,70.44753086419753,-50.44753086419753,8.0,0.977133190575908,FAIL
120,20,Good,Clear,0.15,Wet,FAIL,103.36601307189544,-83.36601307189545,6.8,0.9770566526418305,FAIL
100,20,Good,Clear,0.15,Wet,FAIL,74.79121278140886,-54.79121278140886,6.8,0.9770566526418305,FAIL
80,20,Good,Clear,0.05,Slippery,FAIL,56.313932980599645,-36.313932980599645,5.6,0.9770332310183354,FAIL
120,20,Poor,Clear,0.0,Slippery,FAIL,122.53968253968256,-102.53968253968256,5.6,0.9768749761871612,FAIL
60,5,Moderate,Clear,0.15,Dry,FAIL,29.861111111111114,-24.861111111111114,8.0,0.9768734831041298,FAIL
120,30,Poor,Clear,0.1,Slippery,FAIL,125.8730158730159,-95.8730158730159,5.6,0.9768556315909219,FAIL
60,10,Moderate,Clear,0.15,Dry,FAIL,29.861111111111114,-19.861111111111114,8.0,0.9768439152577922,FAIL
80,20,Poor,Rain,0.05,Slippery,FAIL,65.65745639819713,-45.65745639819713,5.04,0.9767890597776476,FAIL
100,20,Poor,Clear,0.0,Slippery,FAIL,88.33774250440918,-68.33774250440918,5.6,0.9767589272554098,FAIL
120,20,Good,Rain,0.15,Slippery,FAIL,131.89594356261026,-111.89594356261026,5.04,0.9767303836189987,FAIL
120,20,Moderate,Rain,0.1,Slippery,FAIL,133.5626102292769,-113.56261022927691,5.04,0.9767155759532475,FAIL
100,20,Moderate,Rain,0.1,Slippery,FAIL,95.9925533999608,-75.99255339996081,5.04,0.9767155759532475,FAIL
100,30,Poor,Clear,0.1,Slippery,FAIL,91.11552028218696,-61.11552028218696,5.6,0.9766611108069949,FAIL
100,20,Good,Rain,0.15,Slippery,FAIL,94.60366451107193,-74.60366451107193,5.04,0.9766478050392708,FAIL
60,15,Poor,Rain,0.05,Dry,FAIL,31.790123456790127,-16.790123456790127,7.2,0.976582266077908,FAIL
80,30,Poor,Clear,0.05,Slippery,FAIL,60.75837742504409,-30.75837742504409,5.6,0.9765717919094381,FAIL
60,15,Good,Clear,0.25,Wet,FAIL,32.92483660130719,-17.92483660130719,6.8,0.9765508359559926,FAIL
40,5,Poor,Fog,0.1,Slippery,FAIL,21.85703911194108,-16.857039111941074,4.76,0.9765002225061622,FAIL
80,20,Good,Clear,0.1,Wet,FAIL,49.64415395787944,-29.64415395787944,6.8,0.97645417283692,FAIL
40,10,Poor,Fog,0.1,Slippery,FAIL,21.85703911194108,-11.857039111941074,4.76,0.976436182274886,FAIL
100,20,Moderate,Fog,0.0,Slippery,FAIL,97.71760556074284,-77.71760556074283,4.76,0.9763657517887815,FAIL
60,15,Good,Fog,0.1,Wet,FAIL,34.029219530949646,-19.029219530949646,5.779999999999999,0.9763257020470902,FAIL
60,20,Poor,Fog,0.15,Slippery,FAIL,43.34500466853409,-23.345004668534088,4.76,0.976308148444509,FAIL
80,20,Poor,Clear,0.0,Slippery,FAIL,59.647266313932974,-39.647266313932974,5.6,0.9763045368371113,FAIL
80,15,Moderate,Clear,0.1,Dry,FAIL,46.41975308641975,-31.419753086419743,8.0,0.9761860018834574,FAIL
80,20,Good,Rain,0.15,Slippery,FAIL,63.43523417597491,-43.43523417597491,5.04,0.9761643402771265,FAIL
60,5,Moderate,Clear,0.25,Dry,FAIL,31.527777777777786,-26.527777777777786,8.0,0.9761520666899097,FAIL
80,20,Good,Clear,0.15,Wet,FAIL,50.75526506899055,-30.75526506899056,6.8,0.9761373274092608,FAIL
60,10,Moderate,Clear,0.25,Dry,FAIL,31.527777777777786,-21.527777777777786,8.0,0.9761223660068616,FAIL
60,15,Poor,Fog,0.1,Dry,FAIL,33.758169934640534,-18.75816993464053,6.8,0.9760645491623002,FAIL
120,20,Good,Rain,0.1,Slippery,FAIL,130.2292768959436,-110.2292768959436,5.04,0.9759760452148166,FAIL
60,20,Poor,Fog,0.05,Slippery,FAIL,41.67833800186742,-21.678338001867417,4.76,0.9759554772090432,FAIL
60,5,Good,Fog,0.15,Dry,FAIL,31.258169934640527,-26.258169934640527,6.8,0.9759212093534124,FAIL
100,20,Good,Rain,0.1,Slippery,FAIL,93.21477562218304,-73.21477562218304,5.04,0.9758619706407441,FAIL
80,20,Moderate,Fog,0.0,Slippery,FAIL,65.20593422554207,-45.20593422554207,4.76,0.9758389957223106,FAIL
60,10,Good,Fog,0.15,Dry,FAIL,31.258169934640527,-21.258169934640527,6.8,0.9758162484033278,FAIL
80,30,Poor,Clear,0.1,Slippery,FAIL,61.8694885361552,-31.8694885361552,5.6,0.975793463896979,FAIL
80,15,Good,Rain,0.1,Dry,FAIL,47.626886145404654,-32.626886145404654,7.2,0.9756988142519661,FAIL
80,15,Moderate,Fog,0.05,Dry,FAIL,50.75526506899055,-35.75526506899055,6.8,0.9756805590809454,FAIL
40,5,Poor,Rain,0.05,Slippery,FAIL,20.58103076621595,-15.58103076621595,5.04,0.9756742698873497,FAIL
40,10,Poor,Rain,0.05,Slippery,FAIL,20.58103076621595,-10.58103076621595,5.04,0.9756602607226924,FAIL
120,15,Moderate,Rain,0.0,Dry,FAIL,97.16049382716052,-82.16049382716051,7.2,0.9756266207409643,FAIL
100,15,Moderate,Rain,0.0,Dry,FAIL,70.25034293552812,-55.25034293552813,7.2,0.9756109835348656,FAIL
120,30,Poor,Clear,0.15,Slippery,FAIL,127.53968253968256,-97.53968253968256,5.6,0.9755933115726002,FAIL
60,5,Good,Clear,0.0,Wet,FAIL,28.758169934640527,-23.758169934640527,6.8,0.9755373849893918,FAIL
60,10,Good,Clear,0.0,Wet,FAIL,28.758169934640527,-18.758169934640527,6.8,0.9755373849893918,FAIL
80,15,Good,Fog,0.1,Dry,FAIL,49.64415395787944,-34.64415395787944,6.8,0.9755058937380185,FAIL
120,20,Poor,Clear,0.05,Dry,FAIL,94.44444444444446,-74.44444444444446,8.0,0.9754393830398047,FAIL
120,20,Good,Fog,0.15,Slippery,FAIL,138.38001867413635,-118.38001867413637,4.76,0.9753713053703134,FAIL
100,20,Good,Fog,0.15,Slippery,FAIL,99.10649444963173,-79.10649444963171,4.76,0.9753713053703134,FAIL
100,30,Poor,Clear,0.15,Slippery,FAIL,92.50440917107584,-62.50440917107585,5.6,0.9753658178866592,FAIL
100,20,Poor,Clear,0.05,Dry,FAIL,69.05864197530865,-49.058641975308646,8.0,0.9753454438111591,FAIL
80,20,Good,Rain,0.1,Slippery,FAIL,62.3241230648638,-42.3241230648638,5.04,0.9753420242544255,FAIL
60,20,Poor,Fog,0.1,Slippery,FAIL,42.51167133520076,-22.51167133520076,4.76,0.9751910558955418,FAIL
80,20,Good,Fog,0.15,Slippery,FAIL,66.31704533665318,-46.31704533665318,4.76,0.9751323777681116,FAIL
60,5,Good,Fog,0.25,Dry,FAIL,32.92483660130719,-27.92483660130719,6.8,0.9750960601724025,FAIL
60,10,Good,Fog,0.25,Dry,FAIL,32.92483660130719,-22.92483660130719,6.8,0.9749925520648672,FAIL
60,15,Moderate,Fog,0.25,Dry,FAIL,34.59150326797386,-19.591503267973863,6.8,0.974945341987455,FAIL
120,15,Moderate,Fog,0.0,Dry,FAIL,101.69934640522878,-86.69934640522878,6.8,0.9749002121191761,FAIL
100,15,Moderate,Fog,0.0,Dry,FAIL,73.40232389251997,-58.40232389251997,6.8,0.9748835416070282,FAIL
60,15,Poor,Clear,0.25,Dry,FAIL,33.19444444444445,-18.19444444444445,8.0,0.9748059524594925,FAIL
120,15,Good,Clear,0.15,Dry,FAIL,91.11111111111111,-76.11111111111113,8.0,0.9747722558855008,FAIL
100,15,Good,Clear,0.15,Dry,FAIL,66.28086419753086,-51.28086419753086,8.0,0.9747722558855008,FAIL
60,15,Good,Rain,0.05,Wet,FAIL,31.860929557007992,-16.860929557007992,6.12,0.9747242412288559,FAIL
80,30,Poor,Clear,0.15,Slippery,FAIL,62.98059964726632,-32.98059964726632,5.6,0.9745056771501283,FAIL
100,20,Poor,Clear,0.1,Wet,FAIL,78.95787944807553,-58.95787944807553,6.8,0.974389764119619,FAIL
120,20,Poor,Clear,0.1,Wet,FAIL,108.36601307189544,-88.36601307189545,6.8,0.974389764119619,FAIL
120,20,Moderate,Fog,0.15,Dry,FAIL,106.69934640522878,-86.69934640522878,6.8,0.9743769573001625,FAIL
100,30,Poor,Rain,0.15,Slippery,FAIL,100.15922006662748,-70.15922006662748,5.04,0.9743197043216748,FAIL
120,30,Poor,Rain,0.15,Slippery,FAIL,138.5626102292769,-108.56261022927691,5.04,0.9743197043216748,FAIL
100,15,Moderate,Clear,0.05,Dry,FAIL,66.28086419753086,-51.28086419753086,8.0,0.9742136231262626,FAIL
120,15,Moderate,Clear,0.05,Dry,FAIL,91.11111111111111,-76.11111111111113,8.0,0.9742136231262626,FAIL
120,15,Good,Clear,0.25,Dry,FAIL,94.44444444444446,-79.44444444444446,8.0,0.9741554612558003,FAIL
100,15,Good,Clear,0.25,Dry,FAIL,69.05864197530865,-54.058641975308646,8.0,0.9741554612558003,FAIL
40,5,Poor,Rain,0.1,Slippery,FAIL,21.136586321771507,-16.136586321771507,5.04,0.9741475714945368,FAIL
40,10,Poor,Rain,0.1,Slippery,FAIL,21.136586321771507,-11.136586321771508,5.04,0.9741316062547962,FAIL
100,30,Good,Clear,0.15,Slippery,FAIL,86.94885361552029,-56.94885361552029,5.6,0.9740623456565597,FAIL
120,30,Good,Clear,0.15,Slippery,FAIL,120.8730158730159,-90.8730158730159,5.6,0.9740623456565597,FAIL
60,15,Poor,Rain,0.0,Dry,FAIL,30.95679012345679,-15.956790123456791,7.2,0.9739359737232436,FAIL
80,20,Poor,Clear,0.1,Dry,FAIL,48.641975308641975,-28.64197530864197,8.0,0.9738524175267388,FAIL
60,5,Moderate,Rain,0.15,Dry,FAIL,31.790123456790127,-26.790123456790127,7.2,0.9737006487030333,FAIL
120,20,Poor,Clear,0.25,Slippery,FAIL,130.8730158730159,-110.8730158730159,5.6,0.9736985466878829,FAIL
60,10,Moderate,Rain,0.15,Dry,FAIL,31.790123456790127,-21.790123456790127,7.2,0.9736377784056913,FAIL
100,20,Good,Fog,0.05,Slippery,FAIL,96.32871667185393,-76.32871667185393,4.76,0.9735988906916473,FAIL
120,20,Good,Fog,0.05,Slippery,FAIL,135.046685340803,-115.046685340803,4.76,0.9735988906916473,FAIL
100,20,Poor,Clear,0.25,Slippery,FAIL,95.28218694885362,-75.28218694885362,5.6,0.9734750415805374,FAIL
100,20,Good,Rain,0.05,Wet,FAIL,78.31739691761479,-58.31739691761479,6.12,0.9733621437665892,FAIL
120,20,Good,Rain,0.05,Wet,FAIL,109.11038489469864,-89.11038489469863,6.12,0.9733621437665892,FAIL
80,15,Moderate,Rain,0.0,Dry,FAIL,47.626886145404654,-32.626886145404654,7.2,0.9733053708690378,FAIL
80,30,Good,Clear,0.15,Slippery,FAIL,58.53615520282187,-28.536155202821867,5.6,0.973287234544982,FAIL
60,15,Poor,Clear,0.15,Dry,FAIL,31.527777777777786,-16.527777777777786,8.0,0.9732845840795562,FAIL
120,30,Poor,Rain,0.05,Slippery,FAIL,135.2292768959436,-105.2292768959436,5.04,0.9732709619496326,FAIL
100,30,Poor,Rain,0.05,Slippery,FAIL,97.38144228884973,-67.38144228884971,5.04,0.9732709619496326,FAIL
60,15,Moderate,Rain,0.0,Wet,FAIL,32.69426289034132,-17.69426289034132,6.12,0.9732525515713378,FAIL
100,30,Moderate,Fog,0.15,Slippery,FAIL,101.8842722274095,-71.8842722274095,4.76,0.9732078783313833,FAIL
120,30,Moderate,Fog,0.15,Slippery,FAIL,141.71335200746967,-111.71335200746968,4.76,0.9732078783313833,FAIL
120,30,Poor,Clear,0.0,Slippery,FAIL,122.53968253968256,-92.53968253968256,5.6,0.9730853215891043,FAIL
120,20,Moderate,Clear,0.0,Slippery,FAIL,119.20634920634924,-99.20634920634924,5.6,0.9730198240814987,FAIL
100,20,Moderate,Clear,0.0,Slippery,FAIL,85.5599647266314,-65.5599647266314,5.6,0.9730198240814987,FAIL
120,20,Poor,Fog,0.15,Dry,FAIL,110.03267973856212,-90.03267973856212,6.8,0.9730101912504482,FAIL
120,30,Poor,Rain,0.1,Slippery,FAIL,136.89594356261026,-106.89594356261026,5.04,0.9729636978260864,FAIL
100,30,Poor,Rain,0.1,Slippery,FAIL,98.7703311777386,-68.7703311777386,5.04,0.9729636978260864,FAIL
100,30,Poor,Clear,0.0,Slippery,FAIL,88.33774250440918,-58.33774250440918,5.6,0.9729393022917675,FAIL
80,20,Poor,Clear,0.25,Slippery,FAIL,65.20282186948853,-45.20282186948853,5.6,0.972923521265798,FAIL
40,5,Poor,Rain,0.15,Slippery,FAIL,21.69214187732706,-16.69214187732706,5.04,0.972894127072038,FAIL
40,10,Poor,Rain,0.15,Slippery,FAIL,21.69214187732706,-11.69214187732706,5.04,0.9728779221305585,FAIL
80,30,Poor,Rain,0.15,Slippery,FAIL,67.87967862041936,-37.87967862041936,5.04,0.9728473293029571,FAIL
80,20,Moderate,Clear,0.0,Slippery,FAIL,57.42504409171076,-37.42504409171076,5.6,0.9727445559633567,FAIL
60,15,Moderate,Clear,0.0,Wet,FAIL,30.424836601307195,-15.424836601307195,6.8,0.9727161108307252,FAIL
60,5,Moderate,Fog,0.1,Dry,FAIL,32.09150326797386,-27.091503267973863,6.8,0.9727063036445754,FAIL
60,10,Moderate,Fog,0.1,Dry,FAIL,32.09150326797386,-22.091503267973863,6.8,0.9726071468447477,FAIL
100,15,Good,Rain,0.05,Dry,FAIL,68.86145404663924,-53.86145404663924,7.2,0.9725928633018086,FAIL
120,15,Good,Rain,0.05,Dry,FAIL,95.49382716049384,-80.49382716049385,7.2,0.9725928633018086,FAIL
100,20,Poor,Rain,0.25,Slippery,FAIL,102.93699784440524,-82.93699784440525,5.04,0.9725326494663069,FAIL
120,20,Poor,Rain,0.25,Slippery,FAIL,141.89594356261026,-121.89594356261026,5.04,0.9725326494663069,FAIL
100,20,Good,Rain,0.05,Slippery,FAIL,91.82588673329414,-71.82588673329414,5.04,0.9725200321978846,FAIL
120,20,Good,Rain,0.05,Slippery,FAIL,128.5626102292769,-108.56261022927691,5.04,0.9725200321978846,FAIL
60,20,Poor,Fog,0.0,Slippery,FAIL,40.84500466853409,-20.845004668534088,4.76,0.9725009275585883,FAIL
100,30,Good,Clear,0.1,Slippery,FAIL,85.5599647266314,-55.55996472663141,5.6,0.9724758286326336,FAIL
120,30,Good,Clear,0.1,Slippery,FAIL,119.20634920634924,-89.20634920634923,5.6,0.9724758286326336,FAIL
100,30,Good,Rain,0.15,Slippery,FAIL,94.60366451107193,-64.60366451107193,5.04,0.9724658350680011,FAIL
80,30,Moderate,Fog,0.15,Slippery,FAIL,68.5392675588754,-38.5392675588754,4.76,0.972425314990117,FAIL
60,15,Good,Clear,0.1,Wet,FAIL,30.424836601307195,-15.424836601307195,6.8,0.9723307580062783,FAIL
100,20,Good,Clear,0.25,Slippery,FAIL,89.72663139329808,-69.72663139329808,5.6,0.9722846106765282,FAIL
120,20,Good,Clear,0.25,Slippery,FAIL,124.20634920634924,-104.20634920634924,5.6,0.9722846106765282,FAIL
120,20,Good,Fog,0.1,Slippery,FAIL,136.71335200746967,-116.71335200746968,4.76,0.9722209536131199,FAIL
100,20,Good,Fog,0.1,Slippery,FAIL,97.71760556074284,-77.71760556074283,4.76,0.9722209536131199,FAIL
40,15,Poor,Fog,0.25,Slippery,FAIL,23.52370577860774,-8.523705778607741,4.76,0.972201236059249,FAIL
40,5,Poor,Rain,0.25,Slippery,FAIL,22.80325298843817,-17.803252988438174,5.04,0.9721343318251773,FAIL
80,20,Good,Rain,0.05,Slippery,FAIL,61.21301195375269,-41.21301195375269,5.04,0.9721137125255066,FAIL
100,30,Good,Clear,0.05,Slippery,FAIL,84.1710758377425,-54.17107583774251,5.6,0.9720882674523622,FAIL
120,30,Good,Clear,0.05,Slippery,FAIL,117.53968253968256,-87.53968253968256,5.6,0.9720882674523622,FAIL
40,5,Moderate,Fog,0.25,Slippery,FAIL,22.412594667496627,-17.412594667496627,4.76,0.9720679828137244,FAIL
60,5,Moderate,Rain,0.25,Dry,FAIL,33.4567901234568,-28.4567901234568,7.2,0.9720290816380259,FAIL
40,10,Moderate,Fog,0.25,Slippery,FAIL,22.412594667496627,-12.412594667496627,4.76,0.9720167162409548,FAIL
80,15,Moderate,Fog,0.0,Dry,FAIL,49.64415395787944,-34.64415395787944,6.8,0.9719947505343944,FAIL
120,15,Good,Fog,0.05,Dry,FAIL,100.03267973856212,-85.03267973856211,6.8,0.9719884854857334,FAIL
100,15,Good,Fog,0.05,Dry,FAIL,72.01343500363109,-57.01343500363109,6.8,0.9719884854857334,FAIL
60,10,Moderate,Rain,0.25,Dry,FAIL,33.4567901234568,-23.4567901234568,7.2,0.9719664204494229,FAIL
80,20,Good,Clear,0.25,Slippery,FAIL,60.75837742504409,-40.75837742504409,5.6,0.9719567450309604,FAIL
40,5,Poor,Rain,0.0,Slippery,FAIL,20.0254752106604,-15.025475210660396,5.04,0.9719326867250608,FAIL
40,10,Poor,Rain,0.0,Slippery,FAIL,20.0254752106604,-10.025475210660396,5.04,0.9719171066184877,FAIL
80,20,Good,Fog,0.1,Slippery,FAIL,65.20593422554207,-45.20593422554207,4.76,0.9718941734662044,FAIL
80,20,Poor,Fog,0.15,Dry,FAIL,55.199709513435,-35.199709513435,6.8,0.9718652955322845,FAIL
80,15,Good,Clear,0.25,Dry,FAIL,47.53086419753086,-32.53086419753086,8.0,0.9717617377581969,FAIL
80,30,Good,Clear,0.1,Slippery,FAIL,57.42504409171076,-27.42504409171076,5.6,0.9717586481549951,FAIL
60,20,Moderate,Fog,0.15,Slippery,FAIL,41.67833800186742,-21.678338001867417,4.76,0.9717070839411667,FAIL
120,20,Moderate,Fog,0.15,Wet,FAIL,121.11687812379856,-101.11687812379856,5.779999999999999,0.9716987588788053,FAIL
100,20,Moderate,Fog,0.15,Wet,FAIL,87.581165363749,-67.581165363749,5.779999999999999,0.9716987588788053,FAIL
80,20,Moderate,Fog,0.15,Wet,FAIL,59.38527916613268,-39.38527916613268,5.779999999999999,0.9716987588788053,FAIL
80,20,Poor,Rain,0.25,Slippery,FAIL,70.10190084264158,-50.101900842641584,5.04,0.9716389161029457,FAIL
60,15,Poor,Fog,0.0,Dry,FAIL,32.09150326797386,-17.091503267973863,6.8,0.9713102144311291,FAIL
80,30,Poor,Rain,0.05,Slippery,FAIL,65.65745639819713,-35.65745639819713,5.04,0.9712776819532001,FAIL
40,5,Moderate,Fog,0.15,Slippery,FAIL,21.30148355638552,-16.301483556385516,4.76,0.9712720489322206,FAIL
40,10,Moderate,Fog,0.15,Slippery,FAIL,21.30148355638552,-11.301483556385516,4.76,0.9712280983924592,FAIL
40,15,Poor,Fog,0.05,Slippery,FAIL,21.30148355638552,-6.3014835563855165,4.76,0.9712038261383154,FAIL
80,20,Poor,Fog,0.15,Wet,FAIL,61.607501388354905,-41.607501388354905,5.779999999999999,0.9712030186958627,FAIL
100,20,Poor,Fog,0.15,Wet,FAIL,90.35894314152678,-70.35894314152678,5.779999999999999,0.9712030186958627,FAIL
120,20,Poor,Fog,0.15,Wet,FAIL,124.45021145713191,-104.45021145713191,5.779999999999999,0.9712030186958627,FAIL
120,20,Moderate,Rain,0.05,Slippery,FAIL,131.89594356261026,-111.89594356261026,5.04,0.9711839006426336,FAIL
100,20,Moderate,Rain,0.05,Slippery,FAIL,94.60366451107193,-74.60366451107193,5.04,0.9711839006426336,FAIL
80,30,Poor,Rain,0.1,Slippery,FAIL,66.76856750930824,-36.76856750930824,5.04,0.9711615485079778,FAIL
120,30,Good,Rain,0.1,Slippery,FAIL,130.2292768959436,-100.2292768959436,5.04,0.9711478915055352,FAIL
60,15,Good,Rain,0.0,Wet,FAIL,31.027596223674657,-16.027596223674657,6.12,0.9710293605598579,FAIL
80,15,Moderate,Clear,0.05,Dry,FAIL,45.30864197530864,-30.30864197530864,8.0,0.9710140379821004,FAIL
40,5,Moderate,Fog,0.05,Slippery,FAIL,20.19037244527441,-15.190372445274406,4.76,0.9709988806259775,FAIL
120,30,Moderate,Fog,0.05,Slippery,FAIL,138.38001867413635,-108.38001867413637,4.76,0.9709932062170699,FAIL
100,30,Moderate,Fog,0.05,Slippery,FAIL,99.10649444963173,-69.10649444963171,4.76,0.9709932062170699,FAIL
100,30,Good,Rain,0.1,Slippery,FAIL,93.21477562218304,-63.21477562218304,5.04,0.9709725928045533,FAIL
60,15,Poor,Fog,0.05,Dry,FAIL,32.92483660130719,-17.92483660130719,6.8,0.9709707558426721,FAIL
120,20,Poor,Clear,0.15,Dry,FAIL,97.7777777777778,-77.7777777777778,8.0,0.9709581934685261,FAIL
40,10,Moderate,Fog,0.05,Slippery,FAIL,20.19037244527441,-10.190372445274406,4.76,0.9709549539952281,FAIL
100,20,Poor,Clear,0.15,Dry,FAIL,71.83641975308643,-51.83641975308643,8.0,0.9708812907284801,FAIL
40,15,Poor,Fog,0.15,Slippery,FAIL,22.412594667496627,-7.412594667496627,4.76,0.9706545099850272,FAIL
80,20,Moderate,Rain,0.05,Slippery,FAIL,63.43523417597491,-43.43523417597491,5.04,0.9705930110506028,FAIL
100,20,Poor,Rain,0.0,Slippery,FAIL,95.9925533999608,-75.99255339996081,5.04,0.970586344705198,FAIL
120,20,Poor,Rain,0.0,Slippery,FAIL,133.5626102292769,-113.56261022927691,5.04,0.970586344705198,FAIL
120,20,Good,Clear,0.05,Wet,FAIL,100.03267973856212,-80.03267973856211,6.8,0.9704520279773476,FAIL
80,30,Good,Rain,0.15,Slippery,FAIL,63.43523417597491,-33.43523417597491,5.04,0.9703554236887026,FAIL
100,20,Moderate,Clear,0.25,Slippery,FAIL,92.50440917107584,-72.50440917107585,5.6,0.9703469552896165,FAIL
120,20,Moderate,Clear,0.25,Slippery,FAIL,127.53968253968256,-107.53968253968256,5.6,0.9703469552896165,FAIL
80,20,Moderate,Clear,0.25,Slippery,FAIL,62.98059964726632,-42.98059964726632,5.6,0.9703000725483646,FAIL
120,15,Good,Fog,0.0,Dry,FAIL,98.36601307189544,-83.36601307189545,6.8,0.9702496061716654,FAIL
100,15,Good,Fog,0.0,Dry,FAIL,70.6245461147422,-55.6245461147422,6.8,0.9702303964599956,FAIL
40,5,Moderate,Fog,0.1,Slippery,FAIL,20.745928000829963,-15.745928000829965,4.76,0.9700852950561571,FAIL
100,30,Moderate,Rain,0.15,Slippery,FAIL,97.38144228884973,-67.38144228884971,5.04,0.9700602127527793,FAIL
120,30,Moderate,Rain,0.15,Slippery,FAIL,135.2292768959436,-105.2292768959436,5.04,0.9700602127527793,FAIL
40,10,Moderate,Fog,0.1,Slippery,FAIL,20.745928000829963,-10.745928000829965,4.76,0.9700398782937503,FAIL
80,20,Poor,Rain,0.0,Slippery,FAIL,64.54634528708603,-44.54634528708603,5.04,0.9695838793646481,FAIL
120,30,Poor,Clear,0.1,Wet,FAIL,108.36601307189544,-78.36601307189545,6.8,0.9695242922729234,FAIL
100,20,Moderate,Rain,0.25,Slippery,FAIL,100.15922006662748,-80.15922006662748,5.04,0.9692772885400107,FAIL
